curie	label	clinical_drug_form	rxcui
DRON:00046880	ceftizoxime 40 MG/ML Injectable Solution	DRON:00025617	342959
DRON:00046881	ticarcillin 100 MG/ML Injectable Solution	DRON:00024531	342960
DRON:00046882	simethicone 200 MG Chewable Tablet	DRON:00023389	342973
DRON:00046883	estrone 2 MG/ML Injectable Suspension	DRON:00026853	343002
DRON:00046884	12 HR Guaifenesin 500 MG / Pseudoephedrine 120 MG Extended Release Tablet	DRON:00023232	343006
DRON:00046885	Benzocaine 0.1 MG/MG Topical Gel	DRON:00026485	343007
DRON:00046886	Benzocaine 0.075 MG/MG Topical Gel	DRON:00026485	343008
DRON:00046887	12 HR guaifenesin 800 MG Extended Release Oral Tablet	DRON:00022058	343009
DRON:00046888	guaifenesin 550 MG / pseudoephedrine hydrochloride 60 MG Extended Release Oral Tablet	DRON:00023232	343010
DRON:00046889	guaifenesin 1000 MG Extended Release Oral Tablet	DRON:00022058	343011
DRON:00046890	guaifenesin 700 MG / pseudoephedrine hydrochloride 80 MG Extended Release Oral Tablet	DRON:00023232	343012
DRON:00046891	mineral oil 1000 MG/ML Oral Solution	DRON:00024894	343017
DRON:00046892	prednisolone 10 MG/ML Ophthalmic Suspension	DRON:00023129	343019
DRON:00046893	Dextromethorphan 30 MG / Guaifenesin 500 MG Extended Release Tablet	DRON:00021554	343029
DRON:00046894	dextromethorphan hydrobromide 60 MG / guaifenesin 800 MG Extended Release Oral Tablet	DRON:00021554	343030
DRON:00046895	guaifenesin 600 MG / pseudoephedrine hydrochloride 58 MG Extended Release Oral Tablet	DRON:00023232	343031
DRON:00046896	dexamethasone 0.75 MG Oral Tablet	DRON:00021522	343033
DRON:00046897	guaifenesin 600 MG / phenylephrine hydrochloride 20 MG Extended Release Oral Tablet	DRON:00022976	343037
DRON:00046898	Guaifenesin 525 MG / Pseudoephedrine 120 MG Extended Release Tablet	DRON:00023232	343039
DRON:00046899	Guaifenesin 1200 MG / Pseudoephedrine 60 MG Extended Release Tablet	DRON:00023232	343042
DRON:00046900	guaifenesin 800 MG / pseudoephedrine hydrochloride 80 MG Extended Release Oral Tablet	DRON:00023232	343043
DRON:00046901	Cefotetan 400 MG/ML Injectable Solution	DRON:00025441	343049
DRON:00046902	potassium chloride 20 MEQ Oral Tablet	DRON:00023089	343050
DRON:00046903	gold sodium thiomalate 50 MG/ML Injectable Solution	DRON:00025223	343051
DRON:00046904	prednisolone 1.25 MG/ML Ophthalmic Solution	DRON:00023134	345131
DRON:00046905	urea 0.1 MG/MG Topical Gel	DRON:00026467	346296
DRON:00046906	salicylic acid 0.02 MG/MG Topical Gel	DRON:00020430	346298
DRON:00046907	Succinylcholine 124 MG Oral Tablet	DRON:00027708	346441
DRON:00046908	vancomycin 87 MG/ML Oral Suspension	DRON:00026622	346489
DRON:00046909	somatropin 5 MG Injection	DRON:00023425	346494
DRON:00046910	nystatin 500000 UNT Extended Release Oral Tablet	DRON:00026623	346501
DRON:00046911	cephradine 250 MG Oral Powder	DRON:00026624	346504
DRON:00046912	chlorothiazide 500 MG/ML Injectable Solution	DRON:00025611	346505
DRON:00046913	indomethacin 1 MG Injection	DRON:00022150	346508
DRON:00046914	MEASLES VIRUS VACCINE,LIVE ATTENUATED 2000 UNT/ML Injectable Solution	DRON:00025275	346512
DRON:00046915	Hepatitis B Surface Antigens 0.005 MG/ML Injectable Suspension	DRON:00026856	346517
DRON:00046916	Water 400 MG/ML Injectable Solution	DRON:00026727	346537
DRON:00046917	clotrimazole 10 MG Oral Tablet	DRON:00026625	346558
DRON:00046918	ACETIC 20 MG/ML / Hydrocortisone 10 MG/ML Otic Solution	DRON:00027423	346567
DRON:00046919	amylase 20000 UNT / lipase 4500 UNT / protease 25000 UNT Delayed Release Oral Capsule	DRON:00027914	346573
DRON:00046920	theophylline 200 MG Extended Release Oral Tablet	DRON:00023561	346574
DRON:00046921	Phospholipids 25 MG/ML Injectable Suspension	DRON:00026877	346594
DRON:00046922	ethanol 0.05 ML/ML Injectable Solution	DRON:00025575	346605
DRON:00046923	clarithromycin 250 MG Extended Release Oral Tablet	DRON:00021362	346618
DRON:00046924	ascorbic acid 1000 MG/ML Injectable Solution	DRON:00020547	346619
DRON:00046925	erythromycin 500 MG/ML Injectable Solution	DRON:00021811	346650
DRON:00046926	EGG YOLK PHOSPHATIDES 12 MG / Glycerin 25 MG / Safflower Oil 50 MG / Soybean preparation 50 MG Injectable Suspension	DRON:00027039	346704
DRON:00046927	EGG YOLK PHOSPHATIDES 1200 MG / Glycerin 2500 MG / Safflower Oil 5000 MG / Soybean preparation 5000 MG Injectable Suspension	DRON:00027039	346705
DRON:00046928	EGG YOLK PHOSPHATIDES 12 MG / Glycerin 25 MG / Safflower Oil 100 MG / Soybean preparation 100 MG Injectable Suspension	DRON:00027039	346706
DRON:00046929	EGG YOLK PHOSPHATIDES 1200 MG / Glycerin 2500 MG / Safflower Oil 10000 MG / Soybean preparation 10000 MG Injectable Suspension	DRON:00027039	346707
DRON:00046930	EGG YOLK PHOSPHATIDES 77.8 MG / Glycerin 162 MG / Soybean preparation 1300 MG Injectable Suspension	DRON:00027040	346709
DRON:00046931	methyltestosterone 10 MG Extended Release Oral Capsule	DRON:00026628	346712
DRON:00046932	thioridazine 25 MG/ML Oral Suspension	DRON:00023866	346713
DRON:00046933	thioridazine 100 MG/ML Oral Suspension	DRON:00023866	346714
DRON:00046934	pindolol 10 MG Oral Capsule	DRON:00026629	346715
DRON:00046935	azatadine 1 MG / Pseudoephedrine 120 MG Oral Tablet	DRON:00026630	346720
DRON:00046936	Ascorbic Acid 60 MG / Fluoride Ion 1 MG / Folic Acid 0.3 MG / Niacin 13.5 MG / Pyridoxine Hydrochloride 1.05 MG / Riboflavin 1.2 MG / Thiamine 1.05 MG / Vitamin A 2500 UNT / Vitamin B 12 0.0045 MG / Vitamin D 400 UNT / Vitamin E 15 UNT Chewable Tablet	DRON:00032431	346727
DRON:00046937	guaifenesin 183 MG / theophylline 305 MG Oral Capsule	DRON:00023566	346733
DRON:00046938	lysine 3650 MG / potassium bicarbonate 2000 MG / potassium chloride 2240 MG Disintegrating Oral Tablet	DRON:00026631	346736
DRON:00046939	lysine 0.91 MG / potassium bicarbonate 500 MG / potassium chloride 1500 MG Disintegrating Oral Tablet	DRON:00026631	346737
DRON:00046940	lysine 910 MG / potassium bicarbonate 500 MG / potassium chloride 1500 MG Disintegrating Oral Tablet	DRON:00026631	346738
DRON:00046941	ergocalciferol 12.5 MG/ML Injectable Solution	DRON:00021779	346739
DRON:00046942	betamethasone 1.2 MG/ML Topical Lotion	DRON:00026162	346741
DRON:00046943	SODIUM PHOSPHATE, DIBASIC, ANHYDROUS 852 MG / SODIUM PHOSPHATE,MONOBASIC,MONOHYDRATE 130 MG / Tribasic potassium phosphate 155 MG Oral Tablet	DRON:00027078	346746
DRON:00046944	Monobasic potassium phosphate 155 MG / SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS 350 MG Oral Tablet	DRON:00031238	346747
DRON:00046945	betamethasone 0.012 MG/MG Topical Ointment	DRON:00024015	346760
DRON:00046946	cellulose sodium phosphate 1000 MG Oral Powder	DRON:00031276	346763
DRON:00046947	antipyrine 54 MG/ML / benzocaine 14.4 MG/ML Otic Solution	DRON:00020919	346765
DRON:00046948	streptokinase 150000 UNT/ML Injectable Solution	DRON:00023448	346773
DRON:00046949	isoniazid 100 MG Extended Release Oral Tablet	DRON:00026633	346777
DRON:00046950	isoniazid 300 MG Extended Release Oral Tablet	DRON:00026633	346778
DRON:00046951	ethanol 0.1 ML/ML / glucose 50 MG/ML Injectable Solution	DRON:00026713	346805
DRON:00046952	ethanol 0.05 ML/ML / glucose 50 MG/ML Injectable Solution	DRON:00026713	346806
DRON:00046953	Ascorbic Acid 100 MG / Calcium Carbonate 200 MG / Copper Sulfate 2 MG / Ferrous fumarate 65 MG / Folic Acid 1 MG / Magnesium Oxide 10 MG / Niacinamide 20 MG / Potassium Iodide 0.15 MG / Pyridoxine Hydrochloride 5 MG / retinol acetate 4000 UNT / Riboflavin 	DRON:00032421	346827
DRON:00046954	Glucose 35 MG/ML / Potassium Chloride 2 MG/ML / Sodium Chloride 1.5 MG/ML Injectable Solution	DRON:00025508	346846
DRON:00046955	Phospholipids 1200 MG / Soybean preparation 10000 MG Injectable Suspension	DRON:00027041	346856
DRON:00046956	Phospholipids 12 MG/ML / Soybean Oil 200 MG/ML Injectable Suspension	DRON:00027986	346857
DRON:00046957	atropine 0.0195 MG / hyoscyamine 0.104 MG / phenobarbital 16.2 MG / scopolamine 0.0065 MG Oral Tablet	DRON:00024070	346887
DRON:00046958	cystine 3.5 MG/ML / inositol 8.3 MG/ML / racemethionine 8.3 MG/ML / sodium propionate 5 MG/ML / urea 83.3 MG/ML Vaginal Cream	DRON:00027424	346894
DRON:00046959	Chlorpheniramine 0.4 MG/ML / Dextromethorphan 3 MG/ML / Phenylephrine 1 MG/ML / Phenylpropanolamine 1 MG/ML Oral Solution	DRON:00026726	346902
DRON:00046960	potassium chloride 97.2 MG Oral Powder	DRON:00026634	346904
DRON:00046961	atropine 0.03 MG / hyoscyamine 0.03 MG / methenamine 40.8 MG / phenyl salicylate 18.1 MG Extended Release Oral Tablet	DRON:00026635	346905
DRON:00046962	sodium salicylate 324 MG Delayed Release Oral Tablet	DRON:00024513	346910
DRON:00046963	sodium salicylate 648 MG Delayed Release Oral Tablet	DRON:00024513	346911
DRON:00046964	Acetaminophen 325 MG / Phenylpropanolamine 25 MG / phenyltoloxamine 22 MG Oral Tablet	DRON:00026636	346913
DRON:00046965	theophylline 25 MG/ML Injectable Solution	DRON:00025771	346937
DRON:00046966	Chlorpheniramine 8 MG Oral Capsule	DRON:00021275	346946
DRON:00046967	Chlorpheniramine 12 MG Oral Capsule	DRON:00021275	346947
DRON:00046968	Ascorbic Acid 60 MG / Fluoride Ion 0.5 MG / Folic Acid 0.3 MG / Niacin 13.5 MG / Pyridoxine Hydrochloride 1.05 MG / Riboflavin 1.2 MG / Thiamine 1.05 MG / Vitamin A 2500 UNT / Vitamin B 12 0.0045 MG / Vitamin D 400 UNT / Vitamin E 15 UNT Chewable Tablet	DRON:00032431	346949
DRON:00046969	salicylic acid 500 MG Oral Tablet	DRON:00022350	346951
DRON:00046970	salicylic acid 1000 MG Oral Tablet	DRON:00022350	346952
DRON:00046971	Ascorbic Acid 60 MG / Calcium Carbonate 125 MG / Cholecalciferol 400 UNT / Ferrous fumarate 65 MG / Folic Acid 1 MG / Niacinamide 15 MG / Pyridoxine Hydrochloride 2.5 MG / retinol acetate 6000 UNT / Riboflavin 1.8 MG / Thiamine 1.1 MG / Vitamin B 12 0.005 	DRON:00032422	346953
DRON:00046972	dexchlorpheniramine 6 MG Oral Tablet	DRON:00021533	346958
DRON:00046973	dihydro-alpha-ergocryptine 0.222 MG / dihydro-beta-ergocryptine 0.111 MG / dihydroergocornine 0.333 MG / dihydroergocristine 0.333 MG Oral Tablet	DRON:00026832	346959
DRON:00046974	salicylic acid 750 MG Oral Tablet	DRON:00022350	346963
DRON:00046975	Ascorbic Acid 100 MG / Calcium Carbonate 250 MG / Cholecalciferol 400 UNT / Cupric oxide 2 MG / Ferrous fumarate 60 MG / Folic Acid 1 MG / Magnesium Oxide 25 MG / Niacin 20 MG / Potassium Iodide 0.2 MG / Pyridoxine Hydrochloride 5 MG / retinol acetate 4000	DRON:00032433	346965
DRON:00046976	brompheniramine maleate 0.8 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution	DRON:00021023	346966
DRON:00046977	testosterone 50 MG/ML Injectable Suspension	DRON:00025197	346968
DRON:00046978	Ascorbic Acid 150 MG / Calcium Pantothenate 10 MG / Folic Acid 1 MG / Magnesium Sulfate 70 MG / manganese chloride 4 MG / Niacinamide 25 MG / Pyridoxine Hydrochloride 2 MG / Riboflavin 5 MG / Thiamine 10 MG / Vitamin A 8000 UNT / Vitamin B 12 0.01 MG / Vit	DRON:00032427	346970
DRON:00046979	sodium fluoride 2.21 MG Oral Tablet	DRON:00023413	346975
DRON:00046980	Ascorbic Acid 60 MG / Folic Acid 0.3 MG / Niacinamide 13.5 MG / Pyridoxine Hydrochloride 1.05 MG / retinol acetate 2500 UNT / Riboflavin 1.2 MG / Sodium Fluoride 2.21 MG / Thiamine 1.05 MG / Vitamin B 12 0.0045 MG / Vitamin D 400 UNT / Vitamin E 15 UNT Che	DRON:00032423	346977
DRON:00046981	nitrogen 99.5 % Gas for Inhalation	DRON:00027625	347021
DRON:00046982	helium 99.5 % Gas for Inhalation	DRON:00027623	347022
DRON:00046983	carbon dioxide 99.5 % Gas for Inhalation	DRON:00027621	347023
DRON:00046984	carbon dioxide 99.8 % Gas for Inhalation	DRON:00027621	347024
DRON:00046985	racepinephrine 80 MG/ML Mucous Membrane Topical Solution	DRON:00026881	347029
DRON:00046986	Racepinephrine 0.7 MG Pellet	DRON:00026640	347030
DRON:00046987	Sarracenia purpurea preparation 170 MG/ML Injectable Solution	DRON:00027079	347043
DRON:00046988	acetaminophen 325 MG / codeine 45 MG Oral Tablet	DRON:00020678	347044
DRON:00046989	nitrous oxide 99.5 % Gas for Inhalation	DRON:00027626	347046
DRON:00046990	carbon dioxide 15 % / oxygen 85 % Gas for Inhalation	DRON:00020437	347047
DRON:00046991	helium 70 % / oxygen 30 % Gas for Inhalation	DRON:00020440	347048
DRON:00046992	phosphoric acid 555 MG / sodium fluoride 2000 MG Oral Gel	DRON:00026641	347051
DRON:00046993	phosphoric acid 555 MG / sodium fluoride 2700 MG Oral Gel	DRON:00026641	347052
DRON:00046994	benzalkonium 100 MG / benzocaine 18000 MG Oral Ointment	DRON:00026642	347054
DRON:00046995	benzalkonium 1 MG / benzocaine 180 MG Oral Gel	DRON:00026644	347058
DRON:00046996	sodium fluoride 0.125 MG/MG Oral Powder	DRON:00026883	347059
DRON:00046997	sodium fluoride 0.5 MG Chewable Tablet	DRON:00023409	347061
DRON:00046998	Epinephrine 1.9 MG Pellet	DRON:00026645	347063
DRON:00046999	Epinephrine 1.15 MG Pellet	DRON:00026645	347064
DRON:00047000	Racepinephrine 0.55 MG Pellet	DRON:00026640	347065
DRON:00047001	ascorbic acid 60 MG / ferrous fumarate 200 MG / vitamin B12 5 MG Delayed Release Oral Capsule	DRON:00026813	347082
DRON:00047002	dihydrotachysterol 170 MG Oral Capsule	DRON:00021622	347089
DRON:00047003	oxygen 99.7 % Gas for Inhalation	DRON:00025552	347093
DRON:00047004	Sodium Fluoride 2.21 MG Chewable Tablet	DRON:00023409	347099
DRON:00047005	Ascorbic Acid 60 MG / Sodium Fluoride 2.21 MG / Vitamin A 3000 UNT / Vitamin D 400 UNT Chewable Tablet	DRON:00026646	347100
DRON:00047006	nitrogen 90 % Gas for Inhalation	DRON:00027625	347106
DRON:00047007	nitrous oxide 90 % Gas for Inhalation	DRON:00027626	347107
DRON:00047008	nitrogen 90 % / oxygen 10 % Gas for Inhalation	DRON:00020436	347108
DRON:00047009	carbon dioxide 13 % / oxygen 87 % Gas for Inhalation	DRON:00020437	347109
DRON:00047010	carbon dioxide 15 % / nitrous oxide 85 % Gas for Inhalation	DRON:00027853	347110
DRON:00047011	carbon dioxide 13 % / nitrogen 87 % Gas for Inhalation	DRON:00027622	347112
DRON:00047012	carbon dioxide 10.5 % / helium 89.5 % Gas for Inhalation	DRON:00027851	347114
DRON:00047013	carbon dioxide 5 % / nitrogen 75 % / oxygen 20 % Gas for Inhalation	DRON:00020439	347115
DRON:00047014	nitrogen 76.5 % / oxygen 19.5 % Gas for Inhalation	DRON:00020436	347122
DRON:00047015	nitrogen 79 % / oxygen 21 % Gas for Inhalation	DRON:00020436	347123
DRON:00047016	nitrous oxide 100 % Gas for Inhalation	DRON:00027626	347126
DRON:00047017	nitrogen 80 % / oxygen 20 % Gas for Inhalation	DRON:00020436	347131
DRON:00047018	helium 15 % / oxygen 85 % Gas for Inhalation	DRON:00020440	347132
DRON:00047019	tetanus toxoid vaccine, inactivated 1000 UNT Injectable Suspension	DRON:00023876	347145
DRON:00047020	PENTETATE INDIUM DISODIUM,IN-111 1.5 MIL Injectable Solution	DRON:00026814	347148
DRON:00047021	thyroid (USP) 32.5 MG Oral Tablet	DRON:00023595	347151
DRON:00047022	prednisolone 1.1 MG/ML Ophthalmic Solution	DRON:00023134	347155
DRON:00047023	labetalol 300 MG Extended Release Oral Tablet	DRON:00026868	347160
DRON:00047024	Guaifenesin 600 MG / Pseudoephedrine 60 MG Extended Release Tablet	DRON:00023232	347165
DRON:00047025	nitrous oxide 99.2 % Gas for Inhalation	DRON:00027626	347166
DRON:00047026	nitrogen 80.5 % / oxygen 19.5 % Gas for Inhalation	DRON:00020436	347167
DRON:00047027	helium 40 % / oxygen 60 % Gas for Inhalation	DRON:00020440	347169
DRON:00047028	acetic acid 24.7 MG/ML / aluminum sulfate 7.9 MG/ML Ophthalmic Solution	DRON:00026712	347246
DRON:00047029	carbon dioxide 4 % / oxygen 96 % Gas for Inhalation	DRON:00020437	347250
DRON:00047030	nitrogen 80.5 % / oxygen 23.5 % Gas for Inhalation	DRON:00020436	347257
DRON:00047031	xenon 250 MIL Gas for Inhalation	DRON:00025580	347665
DRON:00047032	sodium fluoride 0.0123 MG/MG Oral Gel	DRON:00026587	347669
DRON:00047033	Cholera Vaccine 8 UNT/ML Injectable Suspension	DRON:00026828	347674
DRON:00047034	helium 99.9 % Gas for Inhalation	DRON:00027623	347675
DRON:00047035	Chlorpheniramine 4 MG / Phenylephrine 10 MG / Phenylpropanolamine 50 MG / Pyrilamine 25 MG Disintegrating Tablet	DRON:00026648	347678
DRON:00047036	acetaminophen 325 MG / chlorpheniramine maleate 4 MG / phenylpropanolamine hydrochloride 25 MG / phenyltoloxamine citrate 25 MG Oral Capsule	DRON:00026650	347681
DRON:00047037	hydrocortisone 10 MG/ML / neomycin 5 MG/ML / polymyxin B 10000 UNT/ML Otic Solution	DRON:00026863	347690
DRON:00047038	nitrogen 57 % / oxygen 43 % Gas for Inhalation	DRON:00020436	347696
DRON:00047039	helium 60 % / oxygen 40 % Gas for Inhalation	DRON:00020440	347697
DRON:00047040	meningococcal group A polysaccharide 0.1 MG/ML / meningococcal group C polysaccharide 0.1 MG/ML / meningococcal polysaccharide vaccine group W-135 0.1 MG/ML / meningococcal polysaccharide vaccine group Y 0.1 MG/ML Injectable Solution	DRON:00027042	347699
DRON:00047041	nitrogen 78 % / oxygen 22 % Gas for Inhalation	DRON:00020436	347717
DRON:00047042	carbon dioxide 99.9 % Gas for Inhalation	DRON:00027621	347718
DRON:00047043	mitoxantrone 1 MG/ML Injectable Solution	DRON:00024436	347721
DRON:00047044	nitrogen 78.5 % / oxygen 21.5 % Gas for Inhalation	DRON:00020436	347722
DRON:00047045	sodium fluoride 12.4 MG/ML Oral Solution	DRON:00023412	347727
DRON:00047046	stannous fluoride 480 MG Oral Gel	DRON:00026514	347736
DRON:00047047	ascorbic acid 60 MG / calcium pantothenate 10 MG / D-biotin 0.3 MG / folic acid 1 MG / niacinamide 20 MG / pyridoxine hydrochloride 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG / vitamin B12 0.006 MG Oral Tablet	DRON:00032428	347740
DRON:00047048	carbon monoxide 0.3 % / helium 10 % / nitrogen 68.7 % / oxygen 21 % Gas for Inhalation	DRON:00027624	347741
DRON:00047049	carbon monoxide 0.1 % / helium 10 % / nitrogen 68.9 % / oxygen 21 % Gas for Inhalation	DRON:00027624	347742
DRON:00047050	acetylene 0.5 % / nitrogen 78.5 % / oxygen 21 % Gas for Inhalation	DRON:00027754	347743
DRON:00047051	carbon dioxide 0.2 % / carbon monoxide 0.1 % / nitrogen 78.7 % / oxygen 21 % Gas for Inhalation	DRON:00027749	347744
DRON:00047052	carbon monoxide 0.3 % / neon 0.5 % / nitrogen 78.2 % / oxygen 21 % Gas for Inhalation	DRON:00027752	347745
DRON:00047053	Enterococcus faecalis 10000000 UNT / Escherichia coli 10000000 UNT Oral Suspension	DRON:00027074	347746
DRON:00047054	potassium chloride 1880 MG Oral Powder	DRON:00026634	347751
DRON:00047055	follicle stimulating hormone 150 UNT/ML / luteinizing hormone 150 UNT/ML Injectable Solution	DRON:00024859	347764
DRON:00047056	nitrogen 76.5 % / oxygen 23.5 % Gas for Inhalation	DRON:00020436	347765
DRON:00047057	sodium fluoride 6.8 MG/ML Oral Solution	DRON:00023412	347770
DRON:00047058	stannous fluoride 0.01 MG/MG Toothpaste	DRON:00026882	347773
DRON:00047059	dexamethasone 10 MG Topical Spray	DRON:00025911	347785
DRON:00047060	Triamcinolone 0.2 MG/ACTUAT Inhalant Solution	DRON:00025892	347787
DRON:00047061	hydrocortisone 0.005 MG/MG Toothpaste	DRON:00026859	347791
DRON:00047062	bacitracin 0.4 UNT/MG / neomycin 0.035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment	DRON:00024993	347798
DRON:00047063	simethicone 250 MG/ML Oral Suspension	DRON:00023391	347800
DRON:00047064	glucose 220 MG/ML Injectable Solution	DRON:00025662	347823
DRON:00047065	carbon dioxide 30 % / oxygen 70 % Gas for Inhalation	DRON:00020437	347835
DRON:00047066	benzocaine 20 MG / trimethobenzamide 100 MG Rectal Suppository	DRON:00026651	347839
DRON:00047067	thiosalicylic acid 50 MG/ML Injectable Solution	DRON:00026886	347850
DRON:00047068	Brompheniramine 12 MG / Phenylpropanolamine 75 MG Disintegrating Tablet	DRON:00025100	347853
DRON:00047069	oxygen 21 % Gas for Inhalation	DRON:00025552	347856
DRON:00047070	amylase 65000 UNT / lipase 20000 UNT / protease 65000 UNT Delayed Release Oral Capsule	DRON:00027914	347861
DRON:00047071	carbon dioxide 99 % / oxygen 1 % Gas for Inhalation	DRON:00020437	347862
DRON:00047072	Milrinone 1 MG/ML Injectable Solution	DRON:00025780	347930
DRON:00047073	Guaifenesin 600 MG / Pseudoephedrine 120 MG Oral Tablet	DRON:00023231	347941
DRON:00047074	oxygen 98 % Gas for Inhalation	DRON:00025552	347943
DRON:00047075	Acetaminophen 500 MG / phenyltoloxamine 30 MG Extended Release Tablet	DRON:00026654	347950
DRON:00047076	helium 10 % / nitrogen 55 % / oxygen 35 % Gas for Inhalation	DRON:00020438	347963
DRON:00047077	carbon dioxide 1.3 % / oxygen 98.7 % Gas for Inhalation	DRON:00020437	347965
DRON:00047078	carbon dioxide 99.2 % Gas for Inhalation	DRON:00027621	347967
DRON:00047079	Atropine 0.0362 MG / Chlorpheniramine 8 MG / Hyoscyamine 0.194 MG / Phenylephrine 25 MG / Phenylpropanolamine 50 MG / Scopolamine 0.0121 MG Extended Release Tablet	DRON:00026637	347968
