curie	label	clinical_drug	rxcui
DRON:00070814	altretamine 50 MG Oral Capsule [Hexalen]	DRON:00035308	153473
DRON:00070815	propofol 20 MG/ML Injectable Suspension [Diprivan]	DRON:00035267	153476
DRON:00070816	cefaclor 25 MG/ML Oral Suspension [Keftid]	DRON:00044325	153499
DRON:00070817	cefaclor 50 MG/ML Oral Suspension [Keftid]	DRON:00046419	153500
DRON:00070818	citalopram 10 MG Oral Tablet [Cipramil]	DRON:00043531	153503
DRON:00070819	Albuterol 0.1 MG/ACTUAT Inhalant Solution [Ventolin Easi-Breathe]	DRON:00040708	153505
DRON:00070820	reboxetine 4 MG Oral Tablet [Edronax]	DRON:00035269	153516
DRON:00070821	Albumin Human, USP 45 MG/ML Injectable Solution [Alba brand of Normal Human Serum]	DRON:00035207	153520
DRON:00070822	clobazam 10 MG Oral Tablet [Frisium]	DRON:00036732	153521
DRON:00070823	tolfenamic acid 200 MG Oral Tablet [Clotam Rapid]	DRON:00035270	153523
DRON:00070824	acetaminophen 50 MG/ML Oral Suspension [Medinol Over Six]	DRON:00041512	153528
DRON:00070825	Vitamin B6 100 MG Extended Release Tablet [Orovite Comploment]	DRON:00036390	153529
DRON:00070826	Immunoglobulins, Intravenous 50 MG/ML Injectable Solution [Octagam]	DRON:00037378	153530
DRON:00070827	propranolol hydrochloride 80 MG Extended Release Oral Capsule [Half Propanix LA]	DRON:00058777	153532
DRON:00070828	propranolol hydrochloride 160 MG Extended Release Oral Capsule [Propanix LA]	DRON:00058768	153533
DRON:00070829	Ipratropium Bromide 0.021 MG/ACTUAT Nasal Spray [Rinatec]	DRON:00057895	153535
DRON:00070830	gamma-linolenate 40 MG Oral Capsule [LinGam]	DRON:00054792	153537
DRON:00070831	12 HR nifedipine 10 MG Extended Release Oral Tablet [Angiopine MR]	DRON:00040672	153538
DRON:00070832	ampicillin 250 MG Oral Capsule [Ampitrin]	DRON:00046376	153544
DRON:00070833	ampicillin 500 MG Oral Capsule [Ampitrin]	DRON:00043913	153545
DRON:00070834	ampicillin 25 MG/ML Oral Suspension [Ampitrin]	DRON:00046375	153546
DRON:00070835	ampicillin 50 MG/ML Oral Suspension [Ampitrin]	DRON:00043911	153547
DRON:00070836	floxacillin 250 MG Oral Capsule [Flucloxin]	DRON:00036745	153548
DRON:00070837	floxacillin 500 MG Oral Capsule [Flucloxin]	DRON:00036746	153549
DRON:00070838	floxacillin 25 MG/ML Oral Suspension [Flucloxin]	DRON:00040220	153550
DRON:00070839	amoxicillin 250 MG Oral Capsule [Respillin]	DRON:00043898	153553
DRON:00070840	amoxicillin 500 MG Oral Capsule [Respillin]	DRON:00043902	153554
DRON:00070841	amoxicillin 25 MG/ML Oral Suspension [Respillin]	DRON:00046373	153555
DRON:00070842	amoxicillin 50 MG/ML Oral Suspension [Respillin]	DRON:00038058	153556
DRON:00070843	penicillin V potassium 250 MG Oral Tablet [Tenkicin]	DRON:00057794	153560
DRON:00070844	84 HR Estradiol 0.00167 MG/HR Transdermal Patch [Elleste-Solo MX 40]	DRON:00041836	153563
DRON:00070845	84 HR Estradiol 0.00333 MG/HR Transdermal Patch [Elleste-Solo MX 80]	DRON:00041837	153564
DRON:00070846	tazarotene 0.0005 MG/MG Topical Gel [Zorac]	DRON:00046110	153567
DRON:00070847	tazarotene 0.001 MG/MG Topical Gel [Zorac]	DRON:00046112	153568
DRON:00070848	progesterone 0.04 MG/MG Vaginal Gel [Crinone]	DRON:00045874	153579
DRON:00070849	progesterone 0.08 MG/MG Vaginal Gel [Crinone]	DRON:00045876	153580
DRON:00070850	Progesterone 400 MG Vaginal Suppository [Cyclogest]	DRON:00050257	153585
DRON:00070851	miconazole nitrate 20 MG/ML Topical Cream [Daktarin Dual Action]	DRON:00062402	153586
DRON:00070852	metronidazole 0.0075 MG/MG Vaginal Gel [Zidoval]	DRON:00035148	153589
DRON:00070853	glimepiride 2 MG Oral Tablet [Amaryl]	DRON:00036590	153591
DRON:00070854	12 HR nifedipine 10 MG Extended Release Oral Tablet [Genalat Retard]	DRON:00040672	153593
DRON:00070855	12 HR nifedipine 20 MG Extended Release Oral Tablet [Genalat Retard]	DRON:00052867	153594
DRON:00070856	tretinoin 10 MG Oral Capsule [Vesanoid]	DRON:00036523	153595
DRON:00070857	mesalamine 400 MG Delayed Release Oral Tablet [Coltec EC]	DRON:00045408	153614
DRON:00070858	oxybutynin chloride 2.5 MG Oral Tablet [Contimin]	DRON:00059434	153617
DRON:00070859	oxybutynin chloride 5 MG Oral Tablet [Contimin]	DRON:00059430	153618
DRON:00070860	diclofenac sodium 75 MG Extended Release Oral Tablet [Flamatak MR]	DRON:00058982	153621
DRON:00070861	loperamide hydrochloride 2 MG Oral Capsule [Lodiar]	DRON:00061787	153624
DRON:00070862	ursodiol 150 MG Oral Tablet [Ursogal]	DRON:00059040	153626
DRON:00070863	ursodiol 250 MG Oral Capsule [Ursogal]	DRON:00059066	153627
DRON:00070864	quetiapine 25 MG Oral Tablet [Seroquel]	DRON:00045904	153638
DRON:00070865	quetiapine 100 MG Oral Tablet [Seroquel]	DRON:00045903	153639
DRON:00070866	quetiapine 200 MG Oral Tablet [Seroquel]	DRON:00046796	153640
DRON:00070867	stavudine 1 MG/ML Oral Solution [Zerit]	DRON:00046741	153652
DRON:00070868	tolcapone 100 MG Oral Tablet [Tasmar]	DRON:00037266	153655
DRON:00070869	tolcapone 200 MG Oral Tablet [Tasmar]	DRON:00037267	153656
DRON:00070870	alprostadil 0.005 MG Injection [Caverject]	DRON:00036838	153658
DRON:00070871	12 HR morphine sulfate 10 MG Extended Release Oral Capsule [Zomorph]	DRON:00060313	153659
DRON:00070872	12 HR morphine sulfate 30 MG Extended Release Oral Capsule [Zomorph]	DRON:00060324	153660
DRON:00070873	12 HR morphine sulfate 60 MG Extended Release Oral Capsule [Zomorph]	DRON:00060328	153661
DRON:00070874	12 HR morphine sulfate 100 MG Extended Release Oral Capsule [Zomorph]	DRON:00060316	153662
DRON:00070875	12 HR morphine sulfate 200 MG Extended Release Oral Capsule [Zomorph]	DRON:00060323	153663
DRON:00070876	irbesartan 75 MG Oral Tablet [Avapro]	DRON:00037186	153665
DRON:00070877	irbesartan 150 MG Oral Tablet [Avapro]	DRON:00037187	153666
DRON:00070878	irbesartan 300 MG Oral Tablet [Avapro]	DRON:00037188	153667
DRON:00070879	Doxycycline 50 MG Oral Capsule [Vibramycin Acne Pack]	DRON:00036441	153677
DRON:00070880	lercanidipine 10 MG Oral Tablet [Zanidip]	DRON:00035275	153681
DRON:00070881	isosorbide dinitrate 30 MG Oral Spray [Isocard]	DRON:00035276	153689
DRON:00070882	oxybutynin chloride 5 MG Oral Tablet [Urimin]	DRON:00059430	153692
DRON:00070883	ursodiol 300 MG Oral Tablet [Urdox]	DRON:00059036	153694
DRON:00070884	Clarithromycin 250 MG Oral Suspension [Klaricid Adult]	DRON:00053860	153713
DRON:00070885	formoterol 0.0045 MG/ACTUAT Inhalant Powder [Oxis Turbohaler]	DRON:00053861	153715
DRON:00070886	formoterol 0.009 MG/ACTUAT Inhalant Powder [Oxis Turbohaler]	DRON:00053862	153716
DRON:00070887	troglitazone 200 MG Oral Tablet [Romozin]	DRON:00037108	153722
DRON:00070888	troglitazone 300 MG Oral Tablet [Romozin]	DRON:00037163	153723
DRON:00070889	troglitazone 400 MG Oral Tablet [Romozin]	DRON:00037109	153724
DRON:00070890	Albuterol 0.1 MG/ACTUAT Inhalant Solution [Asmasal]	DRON:00040708	153729
DRON:00070891	amylase 600 UNT / lipase 10000 UNT / protease 600 UNT Delayed Release Oral Capsule [Creon]	DRON:00053863	153733
DRON:00070892	tizanidine 2 MG Oral Tablet [Zanaflex]	DRON:00046225	153734
DRON:00070893	tizanidine 4 MG Oral Tablet [Zanaflex]	DRON:00046226	153735
DRON:00070894	Albuterol 4 MG Extended Release Capsule [Ventmax SR]	DRON:00035277	153743
DRON:00070895	Albuterol 8 MG Extended Release Capsule [Ventmax SR]	DRON:00035278	153744
DRON:00070896	mibefradil 50 MG Oral Tablet [Posicor]	DRON:00038302	153746
DRON:00070897	mibefradil 100 MG Oral Tablet [Posicor]	DRON:00038303	153747
DRON:00070898	Diclofenac Sodium 100 MG Extended Release Tablet [Difenor XL]	DRON:00058718	153756
DRON:00070899	tropisetron 1 MG/ML Injectable Solution [Navoban]	DRON:00036836	153760
DRON:00070900	indomethacin 75 MG Extended Release Oral Capsule [Pardelprin MR]	DRON:00045182	153763
DRON:00070901	tramadol hydrochloride 50 MG Extended Release Capsule [Zamadol SR]	DRON:00058337	153770
DRON:00070902	tramadol hydrochloride 100 MG Extended Release Capsule [Zamadol SR]	DRON:00057911	153771
DRON:00070903	tramadol hydrochloride 150 MG Extended Release Capsule [Zamadol SR]	DRON:00057912	153772
DRON:00070904	tramadol hydrochloride 200 MG Extended Release Capsule [Zamadol SR]	DRON:00057914	153773
DRON:00070905	amisulpride 50 MG Oral Tablet [Solian]	DRON:00035279	153778
DRON:00070906	amisulpride 200 MG Oral Tablet [Solian]	DRON:00035280	153779
DRON:00070907	diltiazem hydrochloride 60 MG Extended Release Oral Tablet [Calazem]	DRON:00057674	153789
DRON:00070908	risperidone 6 MG Oral Tablet [Risperdal]	DRON:00035282	153792
DRON:00070909	zopiclone 7.5 MG Oral Tablet [Zileze 7.5]	DRON:00036782	153796
DRON:00070910	zopiclone 3.75 MG Oral Tablet [Zileze 3.75]	DRON:00035238	153797
DRON:00070911	Diltiazem Hydrochloride 60 MG Extended Release Tablet [Optil]	DRON:00057674	153800
DRON:00070912	flutamide 250 MG Oral Tablet [Chimax]	DRON:00036845	153805
DRON:00070913	mebeverine 135 MG Oral Tablet [Equilon]	DRON:00036823	153807
DRON:00070914	168 HR Estradiol 0.00312 MG/HR Transdermal Patch [FemSeven 75]	DRON:00038230	153813
DRON:00070915	168 HR Estradiol 0.00417 MG/HR Transdermal Patch [FemSeven 100]	DRON:00037936	153814
DRON:00070916	propranolol hydrochloride 80 MG Extended Release Oral Capsule [Half Propatard LA]	DRON:00058777	153817
DRON:00070917	propranolol hydrochloride 160 MG Extended Release Oral Capsule [Propatard LA]	DRON:00058768	153818
DRON:00070918	candesartan cilexetil 2 MG Oral Tablet [Atacand]	DRON:00055083	153825
DRON:00070919	didanosine 150 MG Chewable Tablet [Videx]	DRON:00044722	153834
DRON:00070920	fusafungin 0.5 MG/ACTUAT Nasal Spray [Locabiotal]	DRON:00053864	153836
DRON:00070921	fusafungin 0.5 MG/ACTUAT Oral Spray [Locabiotal]	DRON:00053865	153837
DRON:00070922	diclofenac sodium 100 MG Extended Release Oral Tablet [Flexotard MR]	DRON:00058718	153838
DRON:00070923	12 HR Diltiazem Hydrochloride 90 MG Extended Release Capsule [Dilcardia SR]	DRON:00057665	153839
DRON:00070924	12 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule [Dilcardia SR]	DRON:00057666	153840
DRON:00070925	glimepiride 1 MG Oral Tablet [Amaryl]	DRON:00036589	153843
DRON:00070926	glimepiride 3 MG Oral Tablet [Amaryl]	DRON:00035286	153844
DRON:00070927	glimepiride 4 MG Oral Tablet [Amaryl]	DRON:00036591	153845
DRON:00070928	diclofenac sodium 25 MG Delayed Release Oral Tablet [Diclovol]	DRON:00058719	153871
DRON:00070929	diclofenac sodium 50 MG Delayed Release Oral Tablet [Diclovol]	DRON:00058730	153872
DRON:00070930	Diclofenac Sodium 75 MG Extended Release Tablet [Diclovol SR]	DRON:00058982	153873
DRON:00070931	diclofenac sodium 100 MG Extended Release Oral Tablet [Diclovol Retard]	DRON:00058718	153874
DRON:00070932	ranitidine 150 MG Oral Tablet [Zaedoc]	DRON:00035849	153876
DRON:00070933	ranitidine 300 MG Oral Tablet [Zaedoc]	DRON:00035851	153877
DRON:00070934	deflazacort 30 MG Oral Tablet [Calcort]	DRON:00035288	153881
DRON:00070935	alverine 120 MG Oral Capsule [Spasmonal Forte]	DRON:00035289	153883
DRON:00070936	mizolastine 10 MG Extended Release Oral Tablet [Mizollen]	DRON:00035290	153887
DRON:00070937	montelukast 10 MG Oral Tablet [Singulair]	DRON:00037270	153892
DRON:00070938	montelukast 5 MG Chewable Tablet [Singulair]	DRON:00038314	153893
DRON:00070939	12 HR Diltiazem Hydrochloride 60 MG Extended Release Capsule [Dilcardia SR]	DRON:00057664	153894
DRON:00070940	24 HR Testosterone 0.208 MG/HR Transdermal Patch [Andropatch]	DRON:00046131	153896
DRON:00070941	grepafloxacin 400 MG Oral Tablet [Raxar]	DRON:00037354	153910
DRON:00070942	grepafloxacin 600 MG Oral Tablet [Raxar]	DRON:00037355	153911
DRON:00070943	Immunoglobulins, Intravenous 50 MG/ML Injectable Solution [Vigam]	DRON:00037378	153913
DRON:00070944	12 HR nifedipine 10 MG Extended Release Oral Tablet [Nifedipress MR 10]	DRON:00040672	153914
DRON:00070945	ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin]	DRON:00044484	153924
DRON:00070946	cisapride 20 MG Oral Tablet [Prepulsid Quicklet]	DRON:00035980	153925
DRON:00070947	cyclosporine 100 MG Oral Capsule [Sandimmune]	DRON:00046839	197552
DRON:00070948	Ethanol 50 MG/ML / Glucose 100 MG/ML Injectable Solution [Alcohol Ethyl-Dextrose]	DRON:00053866	198418
DRON:00070949	Ethanol 50 MG/ML / Glucose 50 MG/ML Injectable Solution [Alcohol Ethyl-Dextrose]	DRON:00053867	198419
DRON:00070950	flunisolide 0.029 MG/ACTUAT Nasal Spray [Syntaris]	DRON:00054533	200784
DRON:00070951	atropine 6 MG/ML Oral Solution [Eumydrin]	DRON:00034373	200785
DRON:00070952	piperidolate 50 MG Oral Tablet [Dactil]	DRON:00053868	200786
DRON:00070953	carbenoxolone 50 MG Oral Tablet [Biogastrone]	DRON:00034375	200787
DRON:00070954	carbenoxolone 50 MG Oral Tablet [Duogastrone]	DRON:00034375	200788
DRON:00070955	sennosides, USP 7.5 MG Oral Tablet [Senokot]	DRON:00041161	200789
DRON:00070956	sennosides, USP 0.0055 MG/MG Oral Granules [Senokot]	DRON:00053869	200790
DRON:00070957	bendroflumethiazide 2.5 MG Oral Tablet [Centyl]	DRON:00044098	200791
DRON:00070958	bendroflumethiazide 2.5 MG Oral Tablet [Aprinox]	DRON:00044098	200792
DRON:00070959	bendroflumethiazide 2.5 MG Oral Tablet [Berkozide]	DRON:00044098	200793
DRON:00070960	bendroflumethiazide 5 MG Oral Tablet [Centyl]	DRON:00035342	200794
DRON:00070961	bendroflumethiazide 5 MG Oral Tablet [Urizid]	DRON:00035342	200795
DRON:00070962	bendroflumethiazide 5 MG Oral Tablet [Aprinox]	DRON:00035342	200796
DRON:00070963	bendroflumethiazide 5 MG Oral Tablet [Berkozide]	DRON:00035342	200797
DRON:00070964	bendroflumethiazide 5 MG Oral Tablet [Neo-NaClex]	DRON:00035342	200798
DRON:00070965	methyclothiazide 5 MG Oral Tablet [Enduron]	DRON:00035705	200799
DRON:00070966	furosemide 20 MG Oral Tablet [Aluzine]	DRON:00044957	200800
DRON:00070967	furosemide 20 MG Oral Tablet [Lasix]	DRON:00044957	200801
DRON:00070968	furosemide 40 MG Oral Tablet [Aluzine]	DRON:00046464	200802
DRON:00070969	furosemide 40 MG Oral Tablet [Diuresal]	DRON:00046464	200803
DRON:00070970	furosemide 40 MG Oral Tablet [Frusetic]	DRON:00046464	200804
DRON:00070971	furosemide 40 MG Oral Tablet [Frumax]	DRON:00046464	200805
DRON:00070972	furosemide 40 MG Oral Tablet [Dryptal]	DRON:00046464	200806
DRON:00070973	furosemide 40 MG Oral Tablet [Froop]	DRON:00046464	200807
DRON:00070974	furosemide 40 MG Oral Tablet [Frusid]	DRON:00046464	200808
DRON:00070975	furosemide 40 MG Oral Tablet [Lasix]	DRON:00046464	200809
DRON:00070976	furosemide 500 MG Oral Tablet [Aluzine]	DRON:00036846	200810
DRON:00070977	furosemide 500 MG Oral Tablet [Dryptal]	DRON:00036846	200811
DRON:00070978	Furosemide 10 MG/ML Injectable Solution [Diuresal]	DRON:00043130	200812
DRON:00070979	Furosemide 10 MG/ML Injectable Solution [Dryptal]	DRON:00043130	200813
DRON:00070980	Furosemide 10 MG/ML Injectable Solution [Lasix]	DRON:00043130	200814
DRON:00070981	spironolactone 50 MG Oral Tablet [Diatensec]	DRON:00035873	200815
DRON:00070982	spironolactone 50 MG Oral Tablet [Laractone]	DRON:00035873	200816
DRON:00070983	spironolactone 50 MG Oral Tablet [Aldactone]	DRON:00035873	200817
DRON:00070984	spironolactone 50 MG Oral Tablet [Spiroctan]	DRON:00035873	200818
DRON:00070985	spironolactone 25 MG Oral Tablet [Laractone]	DRON:00046062	200819
DRON:00070986	spironolactone 25 MG Oral Tablet [Aldactone]	DRON:00046062	200820
DRON:00070987	spironolactone 25 MG Oral Tablet [Spirospare]	DRON:00046062	200821
DRON:00070988	spironolactone 25 MG Oral Tablet [Spiretic]	DRON:00046062	200822
DRON:00070989	spironolactone 25 MG Oral Tablet [Spiroctan]	DRON:00046062	200823
DRON:00070990	spironolactone 100 MG Oral Tablet [Laractone]	DRON:00035872	200824
DRON:00070991	spironolactone 100 MG Oral Tablet [Aldactone]	DRON:00035872	200825
DRON:00070992	spironolactone 100 MG Oral Tablet [Spiretic]	DRON:00035872	200826
DRON:00070993	spironolactone 100 MG Oral Tablet [Spirolone]	DRON:00035872	200827
DRON:00070994	practolol 2 MG/ML Injectable Solution [Eraldin]	DRON:00034383	200828
DRON:00070995	propranolol hydrochloride 40 MG Oral Tablet [Apsolol]	DRON:00058769	200829
DRON:00070996	propranolol hydrochloride 40 MG Oral Tablet [Bedranol]	DRON:00058769	200830
DRON:00070997	propranolol hydrochloride 40 MG Oral Tablet [Angilol]	DRON:00058769	200831
DRON:00070998	propranolol hydrochloride 40 MG Oral Tablet [Propanix]	DRON:00058769	200832
DRON:00070999	propranolol hydrochloride 40 MG Oral Tablet [Berkolol]	DRON:00058769	200833
DRON:00071000	propranolol hydrochloride 160 MG Oral Tablet [Propanix]	DRON:00058795	200835
DRON:00071001	propranolol hydrochloride 160 MG Oral Tablet [Inderal]	DRON:00058795	200836
DRON:00071002	propranolol hydrochloride 160 MG Oral Tablet [Angilol]	DRON:00058795	200837
DRON:00071003	propranolol hydrochloride 160 MG Oral Tablet [Apsolol]	DRON:00058795	200838
DRON:00071004	propranolol hydrochloride 160 MG Oral Tablet [Berkolol]	DRON:00058795	200839
DRON:00071005	propranolol hydrochloride 10 MG Oral Tablet [Bedranol]	DRON:00058762	200840
DRON:00071006	propranolol hydrochloride 10 MG Oral Tablet [Angilol]	DRON:00058762	200841
DRON:00071007	propranolol hydrochloride 10 MG Oral Tablet [Apsolol]	DRON:00058762	200842
DRON:00071008	propranolol hydrochloride 10 MG Oral Tablet [Propanix]	DRON:00058762	200843
DRON:00071009	propranolol hydrochloride 10 MG Oral Tablet [Berkolol]	DRON:00058762	200844
DRON:00071010	propranolol hydrochloride 80 MG Oral Tablet [Bedranol]	DRON:00058778	200846
DRON:00071011	propranolol hydrochloride 80 MG Oral Tablet [Angilol]	DRON:00058778	200847
DRON:00071012	propranolol hydrochloride 80 MG Oral Tablet [Apsolol]	DRON:00058778	200848
DRON:00071013	propranolol hydrochloride 80 MG Oral Tablet [Propanix]	DRON:00058778	200849
DRON:00071014	propranolol hydrochloride 80 MG Oral Tablet [Berkolol]	DRON:00058778	200850
DRON:00071015	Metoprolol Tartrate 1 MG/ML Injectable Solution [Betaloc]	DRON:00059566	200852
DRON:00071016	oxprenolol 160 MG Extended Release Oral Tablet [Slow-Pren]	DRON:00036959	200853
DRON:00071017	oxprenolol 160 MG Extended Release Oral Tablet [Slow Trasicor]	DRON:00036959	200854
DRON:00071018	Oxprenolol 160 MG Extended Release Tablet [Oxyprenix SR]	DRON:00036959	200855
DRON:00071019	pindolol 5 MG Oral Tablet [Betadren]	DRON:00035808	200856
DRON:00071020	pindolol 5 MG Oral Tablet [Visken]	DRON:00035808	200857
DRON:00071021	pindolol 15 MG Oral Tablet [Betadren]	DRON:00036610	200858
DRON:00071022	pindolol 15 MG Oral Tablet [Visken]	DRON:00036610	200859
DRON:00071023	Rauwolfia alkaloids 2 MG Oral Tablet [Hypercal]	DRON:00034533	200860
DRON:00071024	isosorbide dinitrate 10 MG Oral Tablet [Sorbitrate]	DRON:00047740	200866
DRON:00071025	isosorbide dinitrate 20 MG Oral Tablet [Isoket]	DRON:00037731	200867
DRON:00071026	isosorbide dinitrate 20 MG Oral Tablet [Cedocard]	DRON:00037731	200868
DRON:00071027	isosorbide dinitrate 20 MG Oral Tablet [Sorbitrate]	DRON:00037731	200869
DRON:00071028	isosorbide dinitrate 30 MG Oral Tablet [Isordil]	DRON:00035631	200871
DRON:00071029	isosorbide dinitrate 1 MG/ML Injectable Solution [Cedocard IV]	DRON:00034609	200872
DRON:00071030	isosorbide dinitrate 1 MG/ML Injectable Solution [Isoket]	DRON:00034609	200873
DRON:00071031	isosorbide dinitrate 20 MG Extended Release Oral Capsule [Isoket Retard]	DRON:00034606	200874
DRON:00071032	isosorbide dinitrate 20 MG Extended Release Oral Capsule [Soni-Slo]	DRON:00034606	200875
DRON:00071033	isosorbide dinitrate 20 MG Extended Release Oral Capsule [Sorbid SA]	DRON:00034606	200876
DRON:00071034	diltiazem hydrochloride 60 MG Oral Tablet [Calcicard]	DRON:00057681	200877
DRON:00071035	diltiazem hydrochloride 60 MG Extended Release Oral Tablet [Tildiem]	DRON:00057674	200878
DRON:00071036	diltiazem hydrochloride 60 MG Extended Release Oral Tablet [Britiazim]	DRON:00057674	200879
DRON:00071037	diltiazem hydrochloride 60 MG Extended Release Oral Tablet [Angiozem]	DRON:00057674	200880
DRON:00071038	Diltiazem Hydrochloride 60 MG Extended Release Tablet [Adizem]	DRON:00057674	200881
DRON:00071039	lidoflazine 120 MG Oral Tablet [Clinium]	DRON:00034388	200882
DRON:00071040	nifedipine 5 MG Oral Capsule [Vasad]	DRON:00036650	200883
DRON:00071041	nifedipine 10 MG Oral Capsule [Vasad]	DRON:00035759	200884
DRON:00071042	nifedipine 10 MG Oral Capsule [Calcilat]	DRON:00035759	200885
DRON:00071043	nifedipine 10 MG Oral Capsule [Angiopine]	DRON:00035759	200886
DRON:00071044	pentoxifylline 20 MG/ML Injectable Solution [Trental]	DRON:00039735	200888
DRON:00071045	cyclandelate 400 MG Oral Capsule [Cyclobral]	DRON:00035447	200889
DRON:00071046	cyclandelate 400 MG Oral Capsule [Cyclospasmol]	DRON:00035447	200890
